Code_CIS	Pathologie
65471103	Hypertension artérielle
65471103	Insuffisance cardiaque
65471256	Hypertension artérielle
65471256	Infarctus du myocarde
65471256	Insuffisance cardiaque
65471270	Hypertension artérielle
65471270	Insuffisance cardiaque
65473595	Anxiété
65473595	Dépression
65474188	Hémorroïdes
65475176	Athérosclérose cardio-vasculaire
65475176	Hypercholestérolémie
65475176	Hyperlipidémie
65475443	Hypercholestérolémie
65475443	Hyperlipidémie
65476666	Epilepsie
65476933	Angine de poitrine
65476933	Angor
65476933	Embolie pulmonaire
65476933	Infarctus du myocarde
65476933	Phlébite
65476933	Thrombose veineuse
65477024	Dysménorrhée
65477024	Migraine
65477024	Règles douloureuses
65478140	Pityriasis versicolor
65479580	Reflux gastro-oesophagien
65482612	Hypertension artérielle
65483098	Anxiété
65483098	Dépression
65485074	Schizophrénie
65485245	Diabète
65485665	Asthme
65485665	BPCO
65485665	Bronchopneumopathie chronique obstructive
65486532	Angine de poitrine
65486532	Angor
65486532	Insuffisance cardiaque
65490121	Anxiété
65490121	Dépression
65492389	Glaucome
65496590	Arthrose du genou
65496590	Gonarthrose
65501475	Diabète
65502004	Anxiété
65502004	Dépression
65503120	Epilepsie
65503782	Anxiété
65503782	Dépression
65504674	Cystite
65506020	Schizophrénie
65506814	Glaucome
65508466	Schizophrénie
65509148	Hypertension artérielle
65509148	Insuffisance cardiaque
65510378	Schizophrénie
65510809	Angine de poitrine
65510809	Angor
65510809	Embolie pulmonaire
65510809	Infarctus du myocarde
65510809	Phlébite
65510809	Thrombose veineuse
65511544	Angine de poitrine
65511544	Angor
65511544	Insuffisance cardiaque
65512799	Constipation
65512856	Dépression
65513666	Hypertension artérielle
65514145	Hypotension artérielle
65514241	Angine de poitrine
65514241	Angor
65514241	Insuffisance cardiaque
65515005	Laryngite aiguë
65515119	Alcoolisme
65515119	Anxiété
65515432	Diabète
65515642	Constipation
65519142	Epilepsie
65519167	Angine de poitrine
65519167	Angor
65519167	Infarctus du myocarde
65519765	Anxiété
65519765	Dépression
65521531	BPCO
65521531	Bronchopneumopathie chronique obstructive
65521531	Sinusite
65521830	Angine de poitrine
65521830	Angor
65521830	Extrasystoles
65521830	Hypertension artérielle
65521830	Infarctus du myocarde
65523393	Polyarthrite rhumatoïde
65523468	Epilepsie
65523475	Asthme
65523475	BPCO
65523475	Bronchopneumopathie chronique obstructive
65525152	Dépression
65525280	Adénome bénin de la prostate
65525280	Hypertension artérielle
65525280	Hypertrophie bénigne de la prostate
65525298	BPCO
65525298	Bronchopneumopathie chronique obstructive
65525298	Cystite
65525298	Prostatite
65525298	Sinusite
65527071	Hépatite B
65527662	Diabète
65528337	BPCO
65528337	Bronchopneumopathie chronique obstructive
65528337	Sinusite
65529193	Epilepsie
65529325	Nausées et vomissements
65529574	Diabète
65529777	Hémorroïdes
65531319	Polyarthrite rhumatoïde
65531319	Psoriasis
65532702	Hyperthyroïdie
65532702	Hypothyroïdie
65533900	Ostéoporose
65533971	Constipation
65537934	Angiome
65537934	Asthme
65537934	BPCO
65537934	Bronchopneumopathie chronique obstructive
65537934	Laryngite aiguë
65537934	Lupus
65537934	Maladie de Crohn
65537934	Nausées et vomissements
65537934	Polyarthrite rhumatoïde
65537934	Rectocolite hémorragique
65537934	Rhinite allergique
65537934	Sinusite
65537934	Tuberculose
65537934	Urticaire
65537934	Uvéite
65538986	Hypertension artérielle
65539091	Schizophrénie
65541548	BPCO
65541548	Bronchopneumopathie chronique obstructive
65541548	Cystite
65541548	Otite moyenne aiguë
65541548	Sinusite
65542746	Hypertension artérielle
65542746	Infarctus du myocarde
65542746	Insuffisance cardiaque
65545646	Anxiété
65545646	Epilepsie
65545895	Grippe saisonnière
65546488	Asthme
65546901	Diabète
65547106	Phlébite
65547106	Thrombose veineuse
65547280	Maladie de Parkinson
65550846	Hypercholestérolémie
65550846	Hyperlipidémie
65554570	Cystite
65554570	Prostatite
65554570	Sinusite
65554613	Diabète
65554816	Schizophrénie
65554855	Asthme
65556144	Polyarthrite juvénile
65556144	Polyarthrite rhumatoïde
65556144	Psoriasis
65556347	Angine de poitrine
65556347	Angor
65556347	Hypertension artérielle
65558259	Hypercholestérolémie
65558259	Hyperlipidémie
65558647	Alcoolisme
65558647	Anxiété
65558693	Dysménorrhée
65558693	Règles douloureuses
65559635	Cystite
65559635	Prostatite
65559635	Sinusite
65559973	Migraine
65562898	Maladie de Parkinson
65563402	Migraine
65564493	Dysménorrhée
65564493	Règles douloureuses
65565474	Anxiété
65565474	Epilepsie
65565944	Oxyurose
65566430	Adénome bénin de la prostate
65566430	Hypertrophie bénigne de la prostate
65567767	Ostéoporose
65569273	Maladie de Parkinson
65569348	Hypertension artérielle
65569394	Diarrhée
65569444	Hypercholestérolémie
65569444	Hyperlipidémie
65569519	Hémorroïdes
65570603	Embolie pulmonaire
65570603	Phlébite
65570603	Thrombose veineuse
65570749	Conjonctivite allergique
65570749	Rhinite allergique
65570749	Urticaire
65571438	Diabète
65572885	Epilepsie
65573720	Dysménorrhée
65573720	Polyarthrite rhumatoïde
65573720	Règles douloureuses
65574434	Paludisme
65576684	Sinusite
65576937	Hypertension artérielle
65578557	Hypertension artérielle
65579520	Migraine
65581507	Onychomycose
65583611	Hypertension artérielle
65583611	Infarctus du myocarde
65583611	Insuffisance cardiaque
65584300	Hypercholestérolémie
65584300	Hyperlipidémie
65585384	Alcoolisme
65585384	Anxiété
65586116	Athérosclérose cardio-vasculaire
65586116	Hypertension artérielle
65586162	Tabagisme
65586187	Epilepsie
65586358	Hypercholestérolémie
65586358	Hyperlipidémie
65587015	Hypertension artérielle
65587620	Schizophrénie
65588277	Angine de poitrine
65588277	Angor
65588277	Hypertension artérielle
65589692	Alcoolisme
65589692	Anxiété
65591063	Angine de poitrine
65591063	Angor
65591063	Hypertension artérielle
65591063	Insuffisance cardiaque
65591476	Tuberculose
65592763	Polyarthrite rhumatoïde
65592934	Lupus
65594376	Diabète
65597002	Extrasystoles
65597002	Hypertension artérielle
65597237	Maladie de Crohn
65597237	Polyarthrite juvénile
65597237	Polyarthrite rhumatoïde
65597237	Psoriasis
65597237	Rectocolite hémorragique
65597237	Uvéite
65597714	Hypertension artérielle
65598392	Impuissance masculine
65600733	Lupus
65601415	Insuffisance cardiaque
65602079	Insomnie
65602428	Diabète
65603633	Adénome bénin de la prostate
65603633	Hypertrophie bénigne de la prostate
65604468	Diabète
65605545	Hypertension artérielle
65606743	Hypertension artérielle
65607350	Diabète
65608559	Epilepsie
65608566	Epilepsie
65609611	Dysménorrhée
65609611	Règles douloureuses
65609967	Constipation
65613168	Impuissance masculine
65613289	Hypertension artérielle
65613353	Dépression
65615023	Diarrhée
65616470	Prostatite
65616495	Angine de poitrine
65616495	Angor
65616495	Hypercholestérolémie
65616495	Hyperlipidémie
65616495	Hypertension artérielle
65618140	Ostéoporose
65618215	Schizophrénie
65618628	Hypertension artérielle
65618628	Insuffisance cardiaque
65619580	Ulcère duodénal
65619580	Ulcère gastrique
65619769	Diarrhée
65620419	Psoriasis
65620522	Diabète
65621357	Hypertension artérielle
65621357	Infarctus du myocarde
65621357	Insuffisance cardiaque
65621649	Dysménorrhée
65621649	Règles douloureuses
65621955	Adénome bénin de la prostate
65621955	Hypertrophie bénigne de la prostate
65627869	Hypertension artérielle
65627926	Schizophrénie
65628540	Hypercholestérolémie
65628540	Hyperlipidémie
65629489	Epilepsie
65630096	Nausées et vomissements
65630160	Ostéoporose
65631198	Hypertension artérielle
65632154	Asthme
65632624	Coliques néphrétiques
65632624	Dysménorrhée
65632624	Règles douloureuses
65633046	Rectocolite hémorragique
65633434	Hyperthyroïdie
65633434	Hypothyroïdie
65634625	Angine de poitrine
65634625	Angor
65634625	Extrasystoles
65634625	Hypertension artérielle
65634625	Infarctus du myocarde
65636245	BPCO
65636245	Bronchopneumopathie chronique obstructive
65636245	Cystite
65636245	Prostatite
65636245	Sinusite
65637614	Angine de poitrine
65637614	Angor
65637614	Extrasystoles
65637614	Hypertension artérielle
65637614	Infarctus du myocarde
65637767	Reflux gastro-oesophagien
65637767	Ulcère duodénal
65637767	Ulcère gastrique
65637767	Ulcère gastro-duodénal
65637856	Schizophrénie
65638748	Hypertension artérielle
65639202	Hypercholestérolémie
65639202	Hyperlipidémie
65639939	Sinusite
65641018	Adénome bénin de la prostate
65641018	Hypertrophie bénigne de la prostate
65641018	Impuissance masculine
65642223	Anxiété
65642223	Dépression
65642287	Angine de poitrine
65642287	Angor
65642287	Hypertension artérielle
65644772	Aspergillose
65646848	Diabète
65647786	Hypertension artérielle
65647836	Phlébite
65647836	Thrombose veineuse
65648500	Asthme
65649698	Impuissance masculine
65650469	Hypertension artérielle
65650743	Hypercholestérolémie
65650743	Hyperlipidémie
65652406	Nausées et vomissements
65654186	Hypercholestérolémie
65654186	Hyperlipidémie
65655224	Acné
65655224	Syphilis
65657061	Paludisme
65657232	Hypertension artérielle
65657232	Insuffisance cardiaque
65658163	Reflux gastro-oesophagien
65658163	Ulcère duodénal
65658163	Ulcère gastrique
65658163	Ulcère gastro-duodénal
65658398	Hypertension artérielle
65658665	Angine de poitrine
65658665	Angor
65658665	Hypertension artérielle
65658665	Insuffisance cardiaque
65660794	Diabète
65662076	Angine de poitrine
65662076	Angor
65662763	Herpès génital
65662763	Herpès labial
65662763	Herpès oculaire
65662763	Zona ophtalmique
65663922	Hypercholestérolémie
65663922	Hyperlipidémie
65664668	Insuffisance cardiaque
65664910	Hypertension artérielle
65664967	Hypertension artérielle
65664967	Insuffisance cardiaque
65666007	Carence en vitamine D
65666007	Ostéoporose
65667034	Epilepsie
65667550	Angine de poitrine
65667550	Angor
65667550	Hypertension artérielle
65667550	Hyperthyroïdie
65667550	Infarctus du myocarde
65668830	Anxiété
65668830	Dépression
65670272	Hypertension artérielle
65670322	Goutte
65670322	Hyperuricémie
65671495	Hypertension artérielle
65671495	Infarctus du myocarde
65671495	Insuffisance cardiaque
65671584	Rhinite allergique
65671584	Urticaire
65672729	Hypercholestérolémie
65672729	Hyperlipidémie
65673877	Onychomycose
65674089	Hyperthyroïdie
65674089	Hypothyroïdie
65675045	Maladie de Parkinson
65675166	Hépatite B
65676300	Gale
65676987	Schizophrénie
65677893	Diabète
65678689	Dysménorrhée
65678689	Règles douloureuses
65681436	Epilepsie
65681436	Migraine
65681660	Angine de poitrine
65681660	Angor
65681660	Hypertension artérielle
65683309	Asthme
65683309	BPCO
65683309	Bronchopneumopathie chronique obstructive
65686159	Extrasystoles
65686159	Hypertension artérielle
65687478	Hypertension artérielle
65689002	Hypercholestérolémie
65689002	Hyperlipidémie
65690588	Tuberculose
65691302	Epilepsie
65691302	Migraine
65691327	Hypercholestérolémie
65691327	Hyperlipidémie
65692233	Reflux gastro-oesophagien
65692233	Ulcère duodénal
65692233	Ulcère gastrique
65692233	Ulcère gastro-duodénal
65693901	Phlébite
65693901	Thrombose veineuse
65693965	Carence en vitamine D
65693965	Ostéoporose
65694106	Hypertension artérielle
65694106	Insuffisance cardiaque
65694191	Hypertension artérielle
65694469	Cystite
65694469	Maladie de Lyme
65694469	Otite moyenne aiguë
65694469	Sinusite
65696662	Hypertension artérielle
65699007	Hypertension artérielle
65700160	Hypercholestérolémie
65700160	Hyperlipidémie
65700616	Enurésie
65701038	Dysménorrhée
65701038	Règles douloureuses
65701216	Dysménorrhée
65701216	Règles douloureuses
65701390	Ostéoporose
65706277	Hypothyroïdie
65707219	Angine de poitrine
65707219	Angor
65708666	Schizophrénie
65708883	Anxiété
65708883	Epilepsie
65708972	Asthme
65708972	BPCO
65708972	Bronchopneumopathie chronique obstructive
65711858	Glaucome
65715931	Angiome
65715931	BPCO
65715931	Bronchopneumopathie chronique obstructive
65715931	Laryngite aiguë
65715931	Lupus
65715931	Maladie de Crohn
65715931	Nausées et vomissements
65715931	Polyarthrite rhumatoïde
65715931	Rhinite allergique
65715931	Sinusite
65715931	Tuberculose
65715931	Urticaire
65715931	Uvéite
65717544	Anxiété
65717544	Urticaire
65722018	Hypertension artérielle
65722573	Hypercholestérolémie
65722573	Hyperlipidémie
65723604	Rhinite allergique
65723604	Urticaire
65724460	Migraine
65725046	Hypercholestérolémie
65725046	Hyperlipidémie
65725263	Insuffisance cardiaque
65726080	Psoriasis
65726148	Asthme
65727136	Hypertension artérielle
65727136	Infarctus du myocarde
65727136	Insuffisance cardiaque
65727442	Angine de poitrine
65727442	Angor
65727442	Embolie pulmonaire
65727442	Infarctus du myocarde
65727442	Phlébite
65727442	Thrombose veineuse
65727499	Hypercholestérolémie
65727499	Hyperlipidémie
65728238	Enurésie
65728537	Hypertension artérielle
65728601	Angine de poitrine
65728601	Angor
65728601	Hypertension artérielle
65731654	Aspergillose
65735898	Tabagisme
65737881	Hypercholestérolémie
65737881	Hyperlipidémie
65739590	Polyarthrite rhumatoïde
65739633	Hypertension artérielle
65739672	Rhinite allergique
65739672	Urticaire
65740030	Ostéoporose
65741417	Diabète
65742330	Hypercholestérolémie
65742330	Hyperlipidémie
65751183	Hypertension artérielle
65755751	Angine de poitrine
65755751	Angor
65755751	Hypertension artérielle
65756091	Rhinite allergique
65756419	Hypertension artérielle
65756419	Infarctus du myocarde
65756419	Insuffisance cardiaque
65758562	Epilepsie
65760638	Anxiété
65760638	Dépression
65761302	Dépression
65761302	Schizophrénie
65763132	Embolie pulmonaire
65763132	Phlébite
65763132	Thrombose veineuse
65764558	Schizophrénie
65765012	Dysménorrhée
65765012	Règles douloureuses
65766192	Diabète
65766872	Hypercholestérolémie
65766872	Hyperlipidémie
65768745	Rhinite allergique
65768745	Urticaire
65769893	Hypercholestérolémie
65769893	Hyperlipidémie
65770931	Hypertension artérielle
65771677	Schizophrénie
65772003	Epilepsie
65773219	Glaucome
65773258	Asthme
65774812	Carence en vitamine D
65774812	Ostéoporose
65775864	Herpès génital
65775864	Herpès labial
65775864	Herpès oculaire
65775864	Zona ophtalmique
65776902	Hypertension artérielle
65776902	Insuffisance cardiaque
65777274	Reflux gastro-oesophagien
65777420	Impétigo
65777648	Reflux gastro-oesophagien
65777648	Ulcère duodénal
65777648	Ulcère gastrique
65777648	Ulcère gastro-duodénal
65779001	Asthme
65779001	BPCO
65779001	Bronchopneumopathie chronique obstructive
65780473	Hypertension artérielle
65780473	Infarctus du myocarde
65780473	Insuffisance cardiaque
65781027	Hypertension artérielle
65781618	Angine de poitrine
65781618	Angor
65781618	Insuffisance cardiaque
65781696	Rhinite allergique
65781988	Dépression
65781988	Schizophrénie
65782652	Hépatite B
65786907	Cystite
65786907	Otite moyenne aiguë
65786907	Sinusite
65788274	Adénome bénin de la prostate
65788274	Hypertrophie bénigne de la prostate
65788737	Angiome
65788737	BPCO
65788737	Bronchopneumopathie chronique obstructive
65788737	Laryngite aiguë
65788737	Lupus
65788737	Maladie de Crohn
65788737	Nausées et vomissements
65788737	Polyarthrite rhumatoïde
65788737	Rhinite allergique
65788737	Sinusite
65788737	Tuberculose
65788737	Urticaire
65788737	Uvéite
65789433	Reflux gastro-oesophagien
65789433	Ulcère duodénal
65789433	Ulcère gastrique
65789433	Ulcère gastro-duodénal
65795735	Adénome bénin de la prostate
65795735	Hypertrophie bénigne de la prostate
65795991	Hypertension artérielle
65796011	Dermatite atopique
65796011	Dermatite de contact
65796011	Eczéma atopique
65796011	Eczéma de contact
65796011	Lupus
65797622	Hypertension artérielle
65797622	Infarctus du myocarde
65797622	Insuffisance cardiaque
65803331	Diabète
65805841	Diabète
65812177	Adénome bénin de la prostate
65812177	Hypertrophie bénigne de la prostate
65812914	Reflux gastro-oesophagien
65812914	Ulcère duodénal
65812914	Ulcère gastrique
65813464	Glaucome
65815038	Hypertension artérielle
65816567	Onychomycose
65819403	Cystite
65819403	Prostatite
65819403	Sinusite
65820455	Dépression
65820455	Schizophrénie
65821614	Anxiété
65821614	Epilepsie
65822036	Laryngite aiguë
65822036	Nausées et vomissements
65822577	Angine de poitrine
65822577	Angor
65822577	Embolie pulmonaire
65822577	Infarctus du myocarde
65822577	Phlébite
65822577	Thrombose veineuse
65823679	Adénome bénin de la prostate
65823679	Hypertrophie bénigne de la prostate
65825737	Hypercholestérolémie
65825737	Hyperlipidémie
65826650	Candidose buccale
65826650	Onychomycose
65826650	Pityriasis versicolor
65827097	Dysménorrhée
65827097	Règles douloureuses
65828929	Maladie de Parkinson
65830008	Reflux gastro-oesophagien
65830008	Ulcère duodénal
65830008	Ulcère gastrique
65830008	Ulcère gastro-duodénal
65832411	Rhinite allergique
65834394	Impuissance masculine
65835628	Hypertension artérielle
65837903	Maladie de Crohn
65837903	Polyarthrite juvénile
65837903	Polyarthrite rhumatoïde
65837903	Psoriasis
65837903	Rectocolite hémorragique
65837903	Uvéite
65839434	Schizophrénie
65840002	Paludisme
65840148	Migraine
65841346	Tabagisme
65842957	Angine de poitrine
65842957	Angor
65842957	Extrasystoles
65842957	Hypertension artérielle
65843062	Nausées et vomissements
65843557	Asthme
65843571	Cystite
65843571	Maladie de Lyme
65843571	Otite moyenne aiguë
65843571	Sinusite
65845654	Hyperthyroïdie
65845654	Hypothyroïdie
65845800	Glaucome
65849001	Insuffisance cardiaque
65851109	Hypertension artérielle
65851109	Insuffisance cardiaque
65851454	Hypertension artérielle
65851454	Infarctus du myocarde
65851454	Insuffisance cardiaque
65852307	Ostéoporose
65852428	Dermatite atopique
65852428	Eczéma atopique
65852428	Polyarthrite rhumatoïde
65854190	Polyarthrite rhumatoïde
65854190	Psoriasis
65855762	Polyarthrite rhumatoïde
65857496	Dépression
65857681	Cystite
65857681	Maladie de Lyme
65857681	Otite moyenne aiguë
65857681	Sinusite
65861594	Hyperuricémie
65862059	Polyarthrite rhumatoïde
65862671	Hypertension artérielle
65864291	Athérosclérose cardio-vasculaire
65864291	Hypercholestérolémie
65864291	Hyperlipidémie
65864619	Asthme
65868763	Alcoolisme
65868763	Anxiété
65869160	Epilepsie
65869609	Adénome bénin de la prostate
65869609	Hypertrophie bénigne de la prostate
65872950	Dépression
65874385	Reflux gastro-oesophagien
65874385	Ulcère duodénal
65874385	Ulcère gastrique
65874385	Ulcère gastro-duodénal
65878362	Polyarthrite rhumatoïde
65880420	Candidose buccale
65880420	Onychomycose
65880420	Pityriasis versicolor
65880598	Cystite
65880598	Otite moyenne aiguë
65880598	Sinusite
65881579	Dysménorrhée
65881579	Règles douloureuses
65883338	Epilepsie
65883886	Insomnie
65884618	Hypertension artérielle
65888082	Insomnie
65889234	Blépharite
65889825	Glaucome
65889939	Epilepsie
65891541	Diarrhée
65891566	Dermatite atopique
65891566	Dermatite de contact
65891566	Eczéma atopique
65891566	Eczéma de contact
65891566	Lupus
65892928	Dépression
65892928	Enurésie
65892928	Migraine
65893318	Schizophrénie
65894808	Pityriasis versicolor
65898475	Polyarthrite rhumatoïde
65898870	Adénome bénin de la prostate
65898870	Hypertrophie bénigne de la prostate
65899004	Grippe saisonnière
65899602	Anxiété
65899602	Epilepsie
65899602	Schizophrénie
65902977	Cystite
65902977	Maladie de Lyme
65902977	Otite moyenne aiguë
65902977	Sinusite
65904501	Dysménorrhée
65904501	Règles douloureuses
65904960	Angine de poitrine
65904960	Angor
65904960	Hypertension artérielle
65906484	Athérosclérose cardio-vasculaire
65906484	Hypercholestérolémie
65906484	Hyperlipidémie
65907376	Hypercholestérolémie
65907376	Hyperlipidémie
65908097	Hypertension artérielle
65908097	Insuffisance cardiaque
65910155	Anxiété
65910155	Schizophrénie
65911499	Grippe saisonnière
65912117	Hypertension artérielle
65913639	Adénome bénin de la prostate
65913639	Hypertrophie bénigne de la prostate
65914011	Maladie de Parkinson
65915266	Anxiété
65915266	Dépression
65915266	Schizophrénie
65915316	Hyperthyroïdie
65915316	Hypothyroïdie
65917317	Hypercholestérolémie
65917317	Hyperlipidémie
65917662	Maladie de Crohn
65917662	Polyarthrite juvénile
65917662	Polyarthrite rhumatoïde
65917662	Psoriasis
65918166	Hypercholestérolémie
65918166	Hyperlipidémie
65918216	Pityriasis versicolor
65918860	Diabète
65922428	Dermatite atopique
65922428	Eczéma atopique
65922428	Polyarthrite rhumatoïde
65922428	Psoriasis
65922428	Uvéite
65922894	Hypertension artérielle
65923640	Coliques néphrétiques
65923640	Dysménorrhée
65923640	Règles douloureuses
65925723	Conjonctivite allergique
65925723	Rhinite allergique
65925723	Urticaire
65926444	Diabète
65927172	Maladie de Parkinson
65931110	Epilepsie
65932917	Candidose buccale
65932917	Pityriasis versicolor
65936584	Goutte
65936584	Hyperuricémie
65937818	Impuissance masculine
65938724	Nausées et vomissements
65940127	Diabète
65940757	Onychomycose
65942427	Angine de poitrine
65942427	Angor
65942427	Hypertension artérielle
65946692	Polyarthrite rhumatoïde
65946703	Hypercholestérolémie
65946703	Hyperlipidémie
65949635	Onychomycose
65949635	Pityriasis versicolor
65950071	Hypertension artérielle
65951045	Cystite
65955054	Dépression
65958239	Impuissance masculine
65958869	Vaginite
65959330	Hypertension artérielle
65959736	Migraine
65959832	Maladie de Parkinson
65963453	Hypertension artérielle
65964911	Aspergillose
65969680	Hypercholestérolémie
65969680	Hyperlipidémie
65969730	Hypertension artérielle
65969730	Insuffisance cardiaque
65970533	Vertiges de Ménière
65976536	Hypertension artérielle
65979151	Diabète
65981266	Hyperuricémie
65981280	Asthme
65981280	BPCO
65981280	Bronchopneumopathie chronique obstructive
65981679	Dermatite atopique
65981679	Eczéma atopique
65981679	Polyarthrite rhumatoïde
65981679	Psoriasis
65981679	Uvéite
65982158	BPCO
65982158	Bronchopneumopathie chronique obstructive
65982158	Cystite
65982158	Prostatite
65982158	Sinusite
65982507	Anxiété
65982507	Epilepsie
65983662	Dépression
65983662	Schizophrénie
65984700	Hypertension artérielle
65984903	Hypertension artérielle
65985122	Hypercholestérolémie
65985122	Hyperlipidémie
65988086	Anxiété
65988086	Dépression
65988136	Sinusite
65988645	Diabète
65991171	Nausées et vomissements
65991463	Alcoolisme
65991463	Anxiété
65991659	Hépatite A
65991659	Hépatite B
65993012	Herpès génital
65993012	Herpès labial
65993012	Herpès oculaire
65993012	Zona ophtalmique
65993464	Schizophrénie
65994267	Hypertension artérielle
65999556	Paludisme
65999613	Maladie de Parkinson
66000321	Goutte
66000321	Hyperuricémie
66001099	Hypertension artérielle
66001124	Alopécie
66002781	Schizophrénie
66004227	Asthme
66004227	Dermatite atopique
66004227	Eczéma atopique
66005293	Herpès génital
66007981	Dysménorrhée
66007981	Règles douloureuses
66008962	Dysménorrhée
66008962	Règles douloureuses
66009893	Alcoolisme
66010671	Diabète
66011467	Insomnie
66012868	Anxiété
66012868	Dépression
66013347	Schizophrénie
66014762	Epilepsie
66015693	Candidose buccale
66015693	Onychomycose
66015693	Pityriasis versicolor
66017203	Diabète
66017541	Acné
66019147	Nausées et vomissements
66019460	Hémorroïdes
66023836	Alcoolisme
66023836	Anxiété
66024831	Hypertension artérielle
66025367	Asthme
66025367	Nausées et vomissements
66025367	Polyarthrite rhumatoïde
66025367	Uvéite
66029586	Anxiété
66029586	Epilepsie
66032251	Phlébite
66032251	Thrombose veineuse
66032486	Hypertension artérielle
66033225	Hypertension artérielle
66035518	Reflux gastro-oesophagien
66035518	Ulcère duodénal
66035518	Ulcère gastrique
66035518	Ulcère gastro-duodénal
66035913	Anxiété
66035913	Dépression
66037184	Maladie de Parkinson
66040593	Insomnie
66040892	Asthme
66042039	Reflux gastro-oesophagien
66042039	Ulcère duodénal
66042039	Ulcère gastrique
66042039	Ulcère gastro-duodénal
66042644	Hypertension artérielle
66042644	Insuffisance cardiaque
66043002	Hémorroïdes
66043358	Hypertension artérielle
66043963	Epilepsie
66046272	Cystite
66046272	Maladie de Lyme
66046272	Otite moyenne aiguë
66046272	Sinusite
66047342	Psoriasis
66048056	Embolie pulmonaire
66048056	Phlébite
66048056	Thrombose veineuse
66048871	Hypertension artérielle
66051440	Rhinite allergique
66051440	Urticaire
66052179	Asthme
66053338	Cystite
66053338	Otite moyenne aiguë
66053338	Sinusite
66055182	Asthme
66055271	Hypertension artérielle
66056398	Maladie de Parkinson
66056836	Carence en vitamine D
66056836	Ostéoporose
66057308	Angine de poitrine
66057308	Angor
66057308	Hypertension artérielle
66057945	BPCO
66057945	Bronchopneumopathie chronique obstructive
66058449	Schizophrénie
66058837	Hypertension artérielle
66060546	Reflux gastro-oesophagien
66060546	Ulcère duodénal
66060546	Ulcère gastrique
66060546	Ulcère gastro-duodénal
66063916	BPCO
66063916	Bronchopneumopathie chronique obstructive
66063916	Cystite
66063916	Prostatite
66063916	Sinusite
66064313	Hypertension artérielle
66064313	Infarctus du myocarde
66064313	Insuffisance cardiaque
66064587	Epilepsie
66071293	Polyarthrite juvénile
66071293	Polyarthrite rhumatoïde
66071293	Psoriasis
66075391	Constipation
66077168	Acné
66077168	Syphilis
66077225	Anxiété
66077225	Epilepsie
66080004	Dysménorrhée
66080004	Règles douloureuses
66080171	Dermatite atopique
66080171	Eczéma atopique
66081056	Diabète
66082724	Cystite
66082724	Maladie de Lyme
66082724	Otite moyenne aiguë
66082724	Sinusite
66082820	Diabète
66084611	Angine de poitrine
66084611	Angor
66084611	Insuffisance cardiaque
66085108	Vaginite
66085510	Polyarthrite juvénile
66085510	Polyarthrite rhumatoïde
66086110	Dépression
66086110	Schizophrénie
66086181	Asthme
66086181	BPCO
66086181	Bronchopneumopathie chronique obstructive
66086562	Hypertension artérielle
66086740	Zona ophtalmique
66086808	Epilepsie
66086822	Reflux gastro-oesophagien
66086822	Ulcère duodénal
66086822	Ulcère gastrique
66086822	Ulcère gastro-duodénal
66090023	Anxiété
66090023	Epilepsie
66090991	Angine de poitrine
66090991	Angor
66090991	Hypertension artérielle
66092483	Polyarthrite rhumatoïde
66092871	Constipation
66092914	Hyperthyroïdie
66092914	Hypothyroïdie
66095942	Constipation
66096713	Epilepsie
66096713	Migraine
66097007	Conjonctivite allergique
66100784	Constipation
66101135	Angine de poitrine
66101135	Angor
66101135	Hypertension artérielle
66102319	Athérosclérose cardio-vasculaire
66102319	Hypertension artérielle
66102835	Pityriasis versicolor
66104409	Onychomycose
66105226	Schizophrénie
66105532	Diabète
66105571	Coliques néphrétiques
66105571	Dysménorrhée
66105571	Règles douloureuses
66105817	Reflux gastro-oesophagien
66105817	Ulcère gastro-duodénal
66106157	Athérosclérose cardio-vasculaire
66106157	Hypertension artérielle
66106869	Alcoolisme
66106869	Anxiété
66109317	Constipation
66109897	Acné
66110077	Anxiété
66110077	Epilepsie
66112231	Maladie de Crohn
66112231	Polyarthrite juvénile
66112231	Polyarthrite rhumatoïde
66112231	Psoriasis
66112231	Rectocolite hémorragique
66112231	Uvéite
66112441	Hypertension artérielle
66112441	Hypotension artérielle
66113600	Impétigo
66113600	Sinusite
66114830	Reflux gastro-oesophagien
66116589	Reflux gastro-oesophagien
66117506	Glaucome
66117666	Migraine
66118259	Reflux gastro-oesophagien
66118259	Ulcère duodénal
66118259	Ulcère gastrique
66118259	Ulcère gastro-duodénal
66119044	Epilepsie
66119507	Carence en vitamine D
66119507	Ostéoporose
66120057	Nausées et vomissements
66123498	Reflux gastro-oesophagien
66123498	Ulcère duodénal
66123498	Ulcère gastrique
66123498	Ulcère gastro-duodénal
66123644	Dysménorrhée
66123644	Règles douloureuses
66124970	Hypertension artérielle
66125677	Dysménorrhée
66125677	Règles douloureuses
66125702	Anxiété
66125702	Dépression
66126291	Glaucome
66127233	BPCO
66127233	Bronchopneumopathie chronique obstructive
66127233	Maladie de Lyme
66127233	Otite moyenne aiguë
66127233	Syphilis
66127952	Hypercholestérolémie
66127952	Hyperlipidémie
66129490	Otite externe aiguë
66132216	Dermatite atopique
66132216	Dermatite de contact
66132216	Eczéma atopique
66132216	Eczéma de contact
66132216	Lupus
66132216	Psoriasis
66132910	Hypertension artérielle
66132910	Insuffisance cardiaque
66136175	Anxiété
